PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
120,56,PO-2026-0056,3091,Freestyle Snowboard - 155cm,5,5.0,414.73,2073.65,Received,2026-03-03,2026-03-05,Supplier SKU: WIN-3091,system,2026-02-18
121,56,PO-2026-0056,3013,Beginner's Choice Alpine Skis - 160cm,10,10.0,305.62,3056.2,Received,2026-03-03,2026-03-05,Supplier SKU: WIN-3013,system,2026-02-18
122,56,PO-2026-0056,3051,Insulated Ski Jacket - Men's,2,2.0,167.9,335.8,Received,2026-03-03,2026-03-05,Supplier SKU: WIN-3051,system,2026-02-18
123,56,PO-2026-0056,3033,Women's Performance Ski Boots,2,2.0,407.14,814.28,Received,2026-03-03,2026-03-05,Supplier SKU: WIN-3033,system,2026-02-18
124,57,PO-2026-0057,3022,Backcountry Explorer XC Skis - 190cm,3,3.0,386.94,1160.82,Received,2026-02-25,2026-02-27,Supplier SKU: SPE-3022,system,2026-02-08
125,57,PO-2026-0057,3013,Beginner's Choice Alpine Skis - 160cm,10,9.0,298.3,2983.0,Backordered,2026-02-25,2026-02-27,Supplier SKU: SPE-3013,system,2026-02-08
126,57,PO-2026-0057,3011,Alpine Pro Racing Skis - 170cm,7,7.0,798.38,5588.66,Received,2026-02-25,2026-02-27,Supplier SKU: SPE-3011,system,2026-02-08
127,57,PO-2026-0057,3012,Mountain Master All-Terrain Skis - 165cm,13,13.0,576.86,7499.18,Received,2026-02-25,2026-02-27,Supplier SKU: SPE-3012,system,2026-02-08
128,58,PO-2026-0058,3104,Ski Tuning Bench - Portable,14,14.0,115.52,1617.28,Received,2026-02-26,2026-02-28,Supplier SKU: WIN-3104,system,2026-02-15
129,58,PO-2026-0058,3052,Thermal Base Layer Set - Women's,5,5.0,79.81,399.05,Received,2026-02-26,2026-02-28,Supplier SKU: WIN-3052,system,2026-02-15
130,58,PO-2026-0058,3012,Mountain Master All-Terrain Skis - 165cm,10,10.0,560.67,5606.7,Received,2026-02-26,2026-02-28,Supplier SKU: WIN-3012,system,2026-02-15
131,61,PO-2026-0061,2051,Ice Cream Bowl,2,2.0,15.41,30.82,Received,2026-02-11,2026-02-14,Supplier SKU: PRO-2051,system,2026-01-31
132,63,PO-2026-0063,2111,High-Speed Blender,21,21.0,129.6,2721.6,Received,2026-03-16,2026-03-18,Supplier SKU: PRO-2111,system,2026-03-04
133,63,PO-2026-0063,2071,Baking Pan,15,10.0,17.53,262.95,Backordered,2026-03-16,2026-03-18,Supplier SKU: PRO-2071,system,2026-03-04
134,64,PO-2026-0064,3022,Backcountry Explorer XC Skis - 190cm,5,5.0,358.21,1791.05,Received,2026-03-30,2026-04-02,Supplier SKU: WIN-3022,system,2026-03-13
135,64,PO-2026-0064,3081,All-Temp Ski Wax Kit,10,10.0,43.8,438.0,Received,2026-03-30,2026-04-02,Supplier SKU: WIN-3081,system,2026-03-13
136,64,PO-2026-0064,3041,Carbon Fiber Racing Poles - 120cm,4,4.0,114.35,457.4,Received,2026-03-30,2026-04-02,Supplier SKU: WIN-3041,system,2026-03-13
137,66,PO-2026-0066,1523,TrailLite Daypack,8,8.0,47.3,378.4,Received,2026-02-09,2026-02-12,Supplier SKU: CON-1523,system,2026-01-31
138,66,PO-2026-0066,1522,SummitClimber Backpack,4,4.0,134.41,537.64,Received,2026-02-09,2026-02-12,Supplier SKU: CON-1522,system,2026-01-31
139,66,PO-2026-0066,1531,Summit Breeze Jacket,7,7.0,85.71,599.97,Received,2026-02-09,2026-02-12,Supplier SKU: CON-1531,system,2026-01-31
140,66,PO-2026-0066,1543,TrekStar Hiking Sandals,7,7.0,52.24,365.68,Received,2026-02-09,2026-02-12,Supplier SKU: CON-1543,system,2026-01-31
141,67,PO-2026-0067,2061,Mixing Bowl,3,,27.44,82.32,Pending,2026-05-07,,Supplier SKU: PRO-2061,system,2026-04-25
142,67,PO-2026-0067,2112,4-Slice Toaster,9,,57.27,515.43,Pending,2026-05-07,,Supplier SKU: PRO-2112,system,2026-04-25
143,67,PO-2026-0067,2041,Serving Platter,4,,43.57,174.28,Pending,2026-05-07,,Supplier SKU: PRO-2041,system,2026-04-25
144,68,PO-2026-0068,1552,TrekMaster Camping Chair,15,15.0,45.98,689.7,Received,2026-03-12,2026-03-14,Supplier SKU: CON-1552,system,2026-03-01
145,69,PO-2026-0069,3051,Insulated Ski Jacket - Men's,1,0.0,167.9,167.9,Backordered,2026-04-16,2026-04-19,Supplier SKU: WIN-3051,system,2026-04-06
146,69,PO-2026-0069,3042,Aluminum All-Mountain Poles - 115cm,10,10.0,57.66,576.6,Received,2026-04-16,2026-04-19,Supplier SKU: WIN-3042,system,2026-04-06
147,69,PO-2026-0069,3104,Ski Tuning Bench - Portable,10,10.0,115.52,1155.2,Received,2026-04-16,2026-04-19,Supplier SKU: WIN-3104,system,2026-04-06
148,69,PO-2026-0069,3013,Beginner's Choice Alpine Skis - 160cm,6,6.0,305.62,1833.72,Received,2026-04-16,2026-04-19,Supplier SKU: WIN-3013,system,2026-04-06
149,69,PO-2026-0069,3022,Backcountry Explorer XC Skis - 190cm,4,4.0,358.21,1432.84,Received,2026-04-16,2026-04-19,Supplier SKU: WIN-3022,system,2026-04-06
150,70,PO-2026-0070,2021,Chef Knife,16,,59.8,956.8,Shipped,2026-05-08,,Supplier SKU: PRO-2021,system,2026-04-28
151,72,PO-2026-0072,1511,Alpine Explorer Tent,12,12.0,281.53,3378.36,Received,2026-03-24,2026-03-26,Supplier SKU: CON-1511,system,2026-03-09
152,72,PO-2026-0072,1543,TrekStar Hiking Sandals,9,9.0,52.24,470.16,Received,2026-03-24,2026-03-26,Supplier SKU: CON-1543,system,2026-03-09
153,73,PO-2026-0073,1552,TrekMaster Camping Chair,4,4.0,45.98,183.92,Received,2026-04-08,2026-04-10,Supplier SKU: CON-1552,system,2026-03-25
154,73,PO-2026-0073,1522,SummitClimber Backpack,1,1.0,134.41,134.41,Received,2026-04-08,2026-04-10,Supplier SKU: CON-1522,system,2026-03-25
155,73,PO-2026-0073,1561,EcoFire Camping Stove,19,19.0,79.86,1517.34,Received,2026-04-08,2026-04-10,Supplier SKU: CON-1561,system,2026-03-25
156,73,PO-2026-0073,1531,Summit Breeze Jacket,3,2.0,85.71,257.13,Backordered,2026-04-08,2026-04-10,Supplier SKU: CON-1531,system,2026-03-25
157,73,PO-2026-0073,1551,BaseCamp Folding Table,1,1.0,56.2,56.2,Received,2026-04-08,2026-04-10,Supplier SKU: CON-1551,system,2026-03-25
158,74,PO-2026-0074,1521,Adventurer Pro Backpack,17,17.0,118.13,2008.21,Received,2026-03-12,2026-03-13,Supplier SKU: ALT-1521,system,2026-02-18
159,76,PO-2026-0076,2011,Coffee Maker,4,4.0,120.91,483.64,Received,2026-02-13,2026-02-14,Supplier SKU: PRO-2011,system,2026-02-02
160,76,PO-2026-0076,2081,Food Storage Set,17,17.0,23.0,391.0,Received,2026-02-13,2026-02-14,Supplier SKU: PRO-2081,system,2026-02-02
161,76,PO-2026-0076,2101,Measuring Cup Set,8,8.0,12.84,102.72,Received,2026-02-13,2026-02-14,Supplier SKU: PRO-2101,system,2026-02-02
162,77,PO-2026-0077,1522,SummitClimber Backpack,5,,132.76,663.8,Pending,2026-05-19,,Supplier SKU: ALT-1522,system,2026-04-24
163,78,PO-2026-0078,3021,Nordic Classic XC Skis - 185cm,11,11.0,228.78,2516.58,Received,2026-03-31,2026-03-31,Supplier SKU: SPE-3021,system,2026-03-18
164,78,PO-2026-0078,3012,Mountain Master All-Terrain Skis - 165cm,19,19.0,576.86,10960.34,Received,2026-03-31,2026-03-31,Supplier SKU: SPE-3012,system,2026-03-18
165,78,PO-2026-0078,3022,Backcountry Explorer XC Skis - 190cm,6,6.0,386.94,2321.64,Received,2026-03-31,2026-03-31,Supplier SKU: SPE-3022,system,2026-03-18
166,78,PO-2026-0078,3011,Alpine Pro Racing Skis - 170cm,21,18.0,798.38,16765.98,Backordered,2026-03-31,2026-03-31,Supplier SKU: SPE-3011,system,2026-03-18
167,78,PO-2026-0078,3013,Beginner's Choice Alpine Skis - 160cm,16,16.0,298.3,4772.8,Received,2026-03-31,2026-03-31,Supplier SKU: SPE-3013,system,2026-03-18
168,79,PO-2026-0079,3091,Freestyle Snowboard - 155cm,14,14.0,414.73,5806.22,Received,2026-03-17,2026-03-17,Supplier SKU: WIN-3091,system,2026-03-02
169,79,PO-2026-0079,3081,All-Temp Ski Wax Kit,10,10.0,43.8,438.0,Received,2026-03-17,2026-03-17,Supplier SKU: WIN-3081,system,2026-03-02
170,79,PO-2026-0079,3072,Hand Warmers - 10 Pack,3,3.0,8.13,24.39,Received,2026-03-17,2026-03-17,Supplier SKU: WIN-3072,system,2026-03-02
171,82,PO-2026-0082,1523,TrailLite Daypack,6,5.0,47.3,283.8,Backordered,2026-04-07,2026-04-07,Supplier SKU: CON-1523,system,2026-03-25
172,82,PO-2026-0082,1581,LED Headlamp - Rechargeable,6,6.0,44.25,265.5,Received,2026-04-07,2026-04-07,Supplier SKU: CON-1581,system,2026-03-25
173,82,PO-2026-0082,1522,SummitClimber Backpack,2,2.0,134.41,268.82,Received,2026-04-07,2026-04-07,Supplier SKU: CON-1522,system,2026-03-25
174,83,PO-2026-0083,2022,Fork Set,17,17.0,28.69,487.73,Received,2026-04-25,2026-04-27,Supplier SKU: PRO-2022,system,2026-04-16
175,85,PO-2026-0085,2091,Spatula,5,5.0,7.38,36.9,Received,2026-04-25,2026-04-26,Supplier SKU: PRO-2091,system,2026-04-16
176,85,PO-2026-0085,2071,Baking Pan,7,7.0,17.53,122.71,Received,2026-04-25,2026-04-26,Supplier SKU: PRO-2071,system,2026-04-16
177,86,PO-2026-0086,2101,Measuring Cup Set,4,4.0,12.84,51.36,Received,2026-03-15,2026-03-18,Supplier SKU: PRO-2101,system,2026-03-05
178,86,PO-2026-0086,2061,Mixing Bowl,7,7.0,27.44,192.08,Received,2026-03-15,2026-03-18,Supplier SKU: PRO-2061,system,2026-03-05
179,86,PO-2026-0086,2091,Spatula,6,6.0,7.38,44.28,Received,2026-03-15,2026-03-18,Supplier SKU: PRO-2091,system,2026-03-05
180,86,PO-2026-0086,2021,Chef Knife,15,15.0,59.8,897.0,Received,2026-03-15,2026-03-18,Supplier SKU: PRO-2021,system,2026-03-05
181,88,PO-2026-0088,3013,Beginner's Choice Alpine Skis - 160cm,5,5.0,305.62,1528.1,Received,2026-03-11,2026-03-13,Supplier SKU: WIN-3013,system,2026-02-28
182,90,PO-2026-0090,2022,Fork Set,7,7.0,28.69,200.83,Received,2026-02-22,2026-02-22,Supplier SKU: PRO-2022,system,2026-02-08
183,90,PO-2026-0090,2091,Spatula,8,8.0,7.38,59.04,Received,2026-02-22,2026-02-22,Supplier SKU: PRO-2091,system,2026-02-08
184,90,PO-2026-0090,2101,Measuring Cup Set,10,10.0,12.84,128.4,Received,2026-02-22,2026-02-22,Supplier SKU: PRO-2101,system,2026-02-08
185,91,PO-2026-0091,3012,Mountain Master All-Terrain Skis - 165cm,9,9.0,560.67,5046.03,Received,2026-04-17,2026-04-17,Supplier SKU: WIN-3012,system,2026-04-06
186,91,PO-2026-0091,3033,Women's Performance Ski Boots,3,3.0,407.14,1221.42,Received,2026-04-17,2026-04-17,Supplier SKU: WIN-3033,system,2026-04-06
187,93,PO-2026-0093,2101,Measuring Cup Set,12,12.0,12.84,154.08,Received,2026-02-11,2026-02-11,Supplier SKU: PRO-2101,system,2026-01-31
188,93,PO-2026-0093,2061,Mixing Bowl,8,8.0,27.44,219.52,Received,2026-02-11,2026-02-11,Supplier SKU: PRO-2061,system,2026-01-31
189,94,PO-2026-0094,2071,Baking Pan,19,13.0,17.53,333.07,Backordered,2026-03-05,2026-03-07,Supplier SKU: PRO-2071,system,2026-02-19
190,95,PO-2026-0095,3012,Mountain Master All-Terrain Skis - 165cm,24,24.0,576.86,13844.64,Received,2026-04-01,2026-04-03,Supplier SKU: SPE-3012,system,2026-03-18
191,95,PO-2026-0095,3013,Beginner's Choice Alpine Skis - 160cm,15,15.0,298.3,4474.5,Received,2026-04-01,2026-04-03,Supplier SKU: SPE-3013,system,2026-03-18
192,95,PO-2026-0095,3022,Backcountry Explorer XC Skis - 190cm,7,7.0,386.94,2708.58,Received,2026-04-01,2026-04-03,Supplier SKU: SPE-3022,system,2026-03-18
193,95,PO-2026-0095,3011,Alpine Pro Racing Skis - 170cm,8,7.0,798.38,6387.04,Backordered,2026-04-01,2026-04-03,Supplier SKU: SPE-3011,system,2026-03-18
194,95,PO-2026-0095,3021,Nordic Classic XC Skis - 185cm,16,16.0,228.78,3660.48,Received,2026-04-01,2026-04-03,Supplier SKU: SPE-3021,system,2026-03-18
195,99,PO-2026-0099,3042,Aluminum All-Mountain Poles - 115cm,12,,57.66,691.92,Pending,2026-05-06,,Supplier SKU: WIN-3042,system,2026-04-25
196,99,PO-2026-0099,3062,Anti-Fog Ski Goggles,4,,71.96,287.84,Pending,2026-05-06,,Supplier SKU: WIN-3062,system,2026-04-25
197,99,PO-2026-0099,3021,Nordic Classic XC Skis - 185cm,10,,230.67,2306.7,Pending,2026-05-06,,Supplier SKU: WIN-3021,system,2026-04-25
198,99,PO-2026-0099,3053,Waterproof Ski Pants,15,,123.28,1849.2,Pending,2026-05-06,,Supplier SKU: WIN-3053,system,2026-04-25
199,100,PO-2026-0100,3022,Backcountry Explorer XC Skis - 190cm,9,9.0,386.94,3482.46,Received,2026-04-20,2026-04-20,Supplier SKU: SPE-3022,system,2026-04-02
200,101,PO-2026-0101,3021,Nordic Classic XC Skis - 185cm,7,7.0,228.78,1601.46,Received,2026-04-08,2026-04-09,Supplier SKU: SPE-3021,system,2026-03-26
201,101,PO-2026-0101,3022,Backcountry Explorer XC Skis - 190cm,5,5.0,386.94,1934.7,Received,2026-04-08,2026-04-09,Supplier SKU: SPE-3022,system,2026-03-26
202,102,PO-2026-0102,3082,Edge Tuning Tool Set,10,10.0,59.43,594.3,Received,2026-03-07,2026-03-09,Supplier SKU: WIN-3082,system,2026-02-20
203,103,PO-2026-0103,2011,Coffee Maker,3,3.0,120.91,362.73,Received,2026-04-04,2026-04-04,Supplier SKU: PRO-2011,system,2026-03-21
204,103,PO-2026-0103,2021,Chef Knife,10,10.0,59.8,598.0,Received,2026-04-04,2026-04-04,Supplier SKU: PRO-2021,system,2026-03-21
205,105,PO-2026-0105,1553,Adventure Dining Table,24,24.0,87.23,2093.52,Received,2026-03-22,2026-03-22,Supplier SKU: CON-1553,system,2026-03-08
206,105,PO-2026-0105,1532,TrailBlaze Hiking Pants,5,5.0,54.8,274.0,Received,2026-03-22,2026-03-22,Supplier SKU: CON-1532,system,2026-03-08
207,105,PO-2026-0105,1511,Alpine Explorer Tent,14,14.0,281.53,3941.42,Received,2026-03-22,2026-03-22,Supplier SKU: CON-1511,system,2026-03-08
208,105,PO-2026-0105,1581,LED Headlamp - Rechargeable,6,6.0,44.25,265.5,Received,2026-03-22,2026-03-22,Supplier SKU: CON-1581,system,2026-03-08
209,106,PO-2026-0106,3092,All-Mountain Snowboard - 158cm,15,10.0,488.21,7323.15,Backordered,2026-03-17,2026-03-18,Supplier SKU: WIN-3092,system,2026-02-28
210,106,PO-2026-0106,3102,Winter Hiking Boots - Waterproof,2,2.0,134.96,269.92,Received,2026-03-17,2026-03-18,Supplier SKU: WIN-3102,system,2026-02-28
211,106,PO-2026-0106,3021,Nordic Classic XC Skis - 185cm,5,5.0,230.67,1153.35,Received,2026-03-17,2026-03-18,Supplier SKU: WIN-3021,system,2026-02-28
212,106,PO-2026-0106,3012,Mountain Master All-Terrain Skis - 165cm,2,2.0,560.67,1121.34,Received,2026-03-17,2026-03-18,Supplier SKU: WIN-3012,system,2026-02-28
213,106,PO-2026-0106,3104,Ski Tuning Bench - Portable,14,14.0,115.52,1617.28,Received,2026-03-17,2026-03-18,Supplier SKU: WIN-3104,system,2026-02-28
214,107,PO-2026-0107,3013,Beginner's Choice Alpine Skis - 160cm,14,,298.3,4176.2,Pending,2026-04-30,,Supplier SKU: SPE-3013,system,2026-04-18
215,107,PO-2026-0107,3022,Backcountry Explorer XC Skis - 190cm,7,,386.94,2708.58,Pending,2026-04-30,,Supplier SKU: SPE-3022,system,2026-04-18
216,108,PO-2026-0108,3013,Beginner's Choice Alpine Skis - 160cm,10,10.0,312.31,3123.1,Received,2026-04-28,2026-04-28,Supplier SKU: ALT-3013,system,2026-04-03
217,108,PO-2026-0108,2021,Chef Knife,3,3.0,56.88,170.64,Received,2026-04-28,2026-04-28,Supplier SKU: ALT-2021,system,2026-04-03
218,109,PO-2026-0109,2111,High-Speed Blender,9,9.0,129.6,1166.4,Received,2026-04-22,2026-04-25,Supplier SKU: PRO-2111,system,2026-04-14
219,109,PO-2026-0109,2121,Bamboo Cutting Board Set,1,1.0,29.56,29.56,Received,2026-04-22,2026-04-25,Supplier SKU: PRO-2121,system,2026-04-14
220,109,PO-2026-0109,2031,Coffee Mug,2,2.0,20.25,40.5,Received,2026-04-22,2026-04-25,Supplier SKU: PRO-2031,system,2026-04-14
221,109,PO-2026-0109,2051,Ice Cream Bowl,6,6.0,15.41,92.46,Received,2026-04-22,2026-04-25,Supplier SKU: PRO-2051,system,2026-04-14
222,109,PO-2026-0109,2101,Measuring Cup Set,11,11.0,12.84,141.24,Received,2026-04-22,2026-04-25,Supplier SKU: PRO-2101,system,2026-04-14
223,111,PO-2026-0111,2101,Measuring Cup Set,13,,12.84,166.92,Pending,2026-05-02,,Supplier SKU: PRO-2101,system,2026-04-21
224,111,PO-2026-0111,2022,Fork Set,23,,28.69,659.87,Pending,2026-05-02,,Supplier SKU: PRO-2022,system,2026-04-21
225,112,PO-2026-0112,3011,Alpine Pro Racing Skis - 170cm,5,5.0,798.38,3991.9,Received,2026-04-14,2026-04-17,Supplier SKU: SPE-3011,system,2026-03-26
226,112,PO-2026-0112,3022,Backcountry Explorer XC Skis - 190cm,3,3.0,386.94,1160.82,Received,2026-04-14,2026-04-17,Supplier SKU: SPE-3022,system,2026-03-26
227,113,PO-2026-0113,3012,Mountain Master All-Terrain Skis - 165cm,17,,576.86,9806.62,Pending,2026-05-01,,Supplier SKU: SPE-3012,system,2026-04-16
228,113,PO-2026-0113,3022,Backcountry Explorer XC Skis - 190cm,3,,386.94,1160.82,Pending,2026-05-01,,Supplier SKU: SPE-3022,system,2026-04-16
229,114,PO-2026-0114,3013,Beginner's Choice Alpine Skis - 160cm,24,,312.31,7495.44,Pending,2026-05-07,,Supplier SKU: ALT-3013,system,2026-04-14
230,114,PO-2026-0114,2012,Espresso Machine,5,,274.97,1374.85,Pending,2026-05-07,,Supplier SKU: ALT-2012,system,2026-04-14
231,114,PO-2026-0114,2011,Coffee Maker,27,,118.4,3196.8,Pending,2026-05-07,,Supplier SKU: ALT-2011,system,2026-04-14
232,116,PO-2026-0116,3021,Nordic Classic XC Skis - 185cm,23,,228.78,5261.94,Pending,2026-05-09,,Supplier SKU: SPE-3021,system,2026-04-22
233,116,PO-2026-0116,3022,Backcountry Explorer XC Skis - 190cm,4,,386.94,1547.76,Pending,2026-05-09,,Supplier SKU: SPE-3022,system,2026-04-22
234,117,PO-2026-0117,3033,Women's Performance Ski Boots,2,2.0,407.14,814.28,Received,2026-04-18,2026-04-20,Supplier SKU: WIN-3033,system,2026-04-07
235,117,PO-2026-0117,3091,Freestyle Snowboard - 155cm,13,13.0,414.73,5391.49,Received,2026-04-18,2026-04-20,Supplier SKU: WIN-3091,system,2026-04-07
236,118,PO-2026-0118,3051,Insulated Ski Jacket - Men's,4,2.0,167.9,671.6,Backordered,2026-03-15,2026-03-15,Supplier SKU: WIN-3051,system,2026-03-05
237,118,PO-2026-0118,3102,Winter Hiking Boots - Waterproof,1,1.0,134.96,134.96,Received,2026-03-15,2026-03-15,Supplier SKU: WIN-3102,system,2026-03-05
238,118,PO-2026-0118,3032,Comfort Fit Recreational Boots,10,10.0,276.26,2762.6,Received,2026-03-15,2026-03-15,Supplier SKU: WIN-3032,system,2026-03-05
